customer_id,predicted_probability,predicted_band,predicted_score,behavioral_risk_score,composite_score,hard_alert,iforest_anomaly_score,top_shap_driver_1,top_shap_driver_2,top_shap_driver_3,actual_label
C101138,0.7143,ML Tier 2,3.9046,4,12,False,0.42468,log_total_outflow,log_annual_income,log_pix_outflow,-1
C100427,0.7143,ML Tier 2,3.8059,3,14,False,0.41003,log_total_outflow,log_annual_income,log_pix_outflow,1
C100932,0.7143,ML Tier 2,3.757,7,18,False,0.388615,log_annual_income,log_total_outflow,log_pix_outflow,1
C101669,0.7143,ML Tier 2,3.8198,4,15,True,0.556861,log_total_outflow,log_pix_outflow,log_annual_income,1
C100620,0.7143,ML Tier 2,3.767,4,11,False,0.404665,log_annual_income,max_tx_amount,fraction_night_activity,-1
C102497,0.7143,ML Tier 2,3.8812,3,13,False,0.456665,log_annual_income,log_total_outflow,log_pix_outflow,1
C102398,0.7143,ML Tier 2,3.7157,4,16,False,0.437337,log_annual_income,log_total_outflow,tx_count,1
C100624,0.7143,ML Tier 2,3.7957,4,15,False,0.430947,log_annual_income,log_total_outflow,age,1
C100857,0.7143,ML Tier 2,3.8072,3,9,False,0.510896,log_annual_income,log_total_outflow,log_pix_outflow,-1
C102147,0.7119,ML Tier 2,3.7141,3,14,False,0.413421,log_annual_income,log_total_outflow,log_pix_outflow,1
C101113,0.698,ML Tier 2,3.7048,4,14,False,0.430995,log_annual_income,max_tx_amount,log_total_outflow,1
C101368,0.6667,ML Tier 2,3.6838,3,10,False,0.488302,log_total_outflow,log_annual_income,log_pix_outflow,-1
C101082,0.6667,ML Tier 2,3.6773,3,19,False,0.560443,log_annual_income,log_total_outflow,mean_tx_amount,1
C100388,0.6667,ML Tier 2,3.6779,3,16,False,0.422823,log_total_outflow,log_annual_income,age,1
C101460,0.5625,ML Tier 2,3.5586,4,15,False,0.433946,log_annual_income,log_total_outflow,max_tx_amount,1
C100044,0.5625,ML Tier 2,3.6612,3,16,False,0.414312,log_annual_income,log_total_outflow,tx_count,1
C102031,0.5625,ML Tier 2,3.5064,3,10,False,0.401511,log_annual_income,log_total_outflow,fraction_high_mcc,-1
C102025,0.5625,ML Tier 2,3.5682,3,12,False,0.435348,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C100057,0.5625,ML Tier 2,3.5373,3,16,False,0.459427,log_annual_income,log_total_outflow,tx_count,1
C102038,0.5625,ML Tier 2,3.6395,4,14,False,0.499202,log_annual_income,log_total_outflow,count_wire_sent,1
C100706,0.5625,ML Tier 2,3.4968,3,12,True,0.431609,log_annual_income,log_total_outflow,log_pix_outflow,1
C102496,0.5625,ML Tier 2,3.4806,3,15,False,0.411442,log_annual_income,log_total_outflow,log_pix_outflow,1
C100270,0.5625,ML Tier 2,3.624,3,14,False,0.477976,log_total_outflow,log_annual_income,log_pix_outflow,1
C100278,0.5625,ML Tier 2,3.5036,4,15,False,0.401898,log_annual_income,log_total_outflow,fraction_night_activity,1
C101432,0.5625,ML Tier 2,3.5347,4,16,False,0.433298,log_annual_income,log_total_outflow,mean_tx_amount,1
C101431,0.5625,ML Tier 2,3.6364,3,12,False,0.437956,log_total_outflow,log_annual_income,log_pix_outflow,-1
C100273,0.5625,ML Tier 2,3.6406,4,11,False,0.408027,log_total_outflow,log_annual_income,tx_count,-1
C101208,0.5625,ML Tier 2,3.5254,3,14,True,0.474074,log_total_outflow,log_annual_income,distinct_active_days,1
C101438,0.5625,ML Tier 2,3.63,4,8,False,0.435799,log_annual_income,log_total_outflow,log_pix_outflow,-1
C101135,0.5625,ML Tier 2,3.5304,3,11,False,0.492961,log_annual_income,log_total_outflow,log_pix_outflow,-1
C101267,0.5625,ML Tier 2,3.5257,4,14,False,0.432099,log_annual_income,log_total_outflow,log_pix_in,1
C101270,0.5625,ML Tier 2,3.539,4,8,False,0.436957,log_annual_income,log_total_outflow,kyc_risk_score,-1
C102221,0.5625,ML Tier 2,3.5428,4,17,False,0.556189,log_annual_income,log_total_outflow,mean_tx_amount,1
C101574,0.5625,ML Tier 2,3.6129,4,9,False,0.441307,log_annual_income,max_tx_amount,log_total_outflow,-1
C101039,0.5625,ML Tier 2,3.5895,3,11,False,0.483312,log_total_outflow,log_annual_income,log_pix_outflow,-1
C100359,0.5625,ML Tier 2,3.6071,4,17,False,0.439663,log_annual_income,log_total_outflow,log_pix_outflow,1
C101103,0.5625,ML Tier 2,3.6521,4,12,False,0.434675,log_annual_income,log_total_outflow,log_pix_outflow,-1
C102222,0.5625,ML Tier 2,3.6399,4,11,False,0.516401,log_annual_income,log_total_outflow,iforest_anomaly_score,-1
C100290,0.5625,ML Tier 2,3.5201,3,15,True,0.446217,log_annual_income,log_total_outflow,age,1
C102146,0.5625,ML Tier 2,3.531,4,10,False,0.474642,log_annual_income,log_total_outflow,age,-1
C100456,0.5625,ML Tier 2,3.534,3,11,False,0.392251,log_annual_income,log_total_outflow,age,-1
C101784,0.5625,ML Tier 2,3.5156,3,12,False,0.398974,log_annual_income,log_total_outflow,tx_count,-1
C102154,0.5625,ML Tier 2,3.5566,4,17,False,0.532357,log_annual_income,max_tx_amount,log_total_outflow,1
C102402,0.5625,ML Tier 2,3.647,4,15,True,0.534648,log_annual_income,log_total_outflow,count_wire_sent,1
C100630,0.5625,ML Tier 2,3.6138,3,15,False,0.50522,log_annual_income,log_total_outflow,mean_tx_amount,1
C100792,0.5625,ML Tier 2,3.5097,4,12,False,0.409718,log_total_outflow,log_pix_outflow,log_annual_income,-1
C100654,0.5625,ML Tier 2,3.5341,3,13,False,0.466971,log_annual_income,log_total_outflow,log_pix_outflow,1
C100829,0.5625,ML Tier 2,3.5951,3,14,False,0.416266,log_annual_income,log_total_outflow,max_tx_amount,1
C100138,0.5625,ML Tier 2,3.577,3,14,True,0.408418,log_total_outflow,log_annual_income,age,1
C100815,0.5625,ML Tier 2,3.6355,4,15,False,0.446604,log_annual_income,log_total_outflow,count_cnp,1
C100859,0.5625,ML Tier 2,3.6597,5,18,True,0.455323,log_annual_income,count_wire_sent,age,1
C102102,0.5625,ML Tier 2,3.5889,3,8,False,0.402288,log_annual_income,max_tx_amount,age,-1
C100008,0.5625,ML Tier 2,3.5019,3,9,False,0.376429,log_annual_income,log_total_outflow,log_pix_in,-1
C102446,0.5625,ML Tier 2,3.5176,4,10,False,0.495251,log_annual_income,log_total_outflow,log_pix_outflow,-1
C102183,0.5625,ML Tier 2,3.562,4,14,True,0.411343,log_annual_income,log_total_outflow,kyc_risk_score,1
C100476,0.5625,ML Tier 2,3.5707,4,8,False,0.421551,log_annual_income,log_total_outflow,mean_tx_amount,-1
C102360,0.5625,ML Tier 2,3.5874,6,15,True,0.380144,log_annual_income,max_tx_amount,iforest_anomaly_score,1
C101035,0.5625,ML Tier 2,3.5422,4,10,False,0.522274,log_annual_income,log_total_outflow,iforest_anomaly_score,-1
C100997,0.5625,ML Tier 2,3.4779,3,16,False,0.417941,log_total_outflow,log_annual_income,tx_count,1
C100509,0.5625,ML Tier 2,3.5478,4,13,False,0.454006,log_annual_income,log_total_outflow,fraction_weekend_activity,1
C100499,0.5625,ML Tier 2,3.6505,4,10,False,0.545132,log_annual_income,max_tx_amount,count_c2c_tx,-1
C100346,0.5625,ML Tier 2,3.6223,3,13,False,0.537089,log_total_outflow,log_annual_income,log_pix_outflow,1
C101715,0.5625,ML Tier 2,3.5849,3,18,False,0.430603,log_annual_income,log_total_outflow,max_tx_amount,1
C101160,0.5625,ML Tier 2,3.5844,4,11,False,0.390833,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101042,0.5625,ML Tier 2,3.6154,3,11,False,0.502351,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C100445,0.5625,ML Tier 2,3.5206,3,14,False,0.406523,log_annual_income,log_total_outflow,max_tx_amount,1
C102123,0.5625,ML Tier 2,3.6122,4,14,False,0.461868,log_total_outflow,log_annual_income,log_pix_outflow,1
C100880,0.5625,ML Tier 2,3.5033,6,15,True,0.414679,log_annual_income,log_total_outflow,mean_tx_amount,1
C100940,0.5625,ML Tier 2,3.6068,4,16,False,0.447333,log_annual_income,log_total_outflow,tx_count,1
C100955,0.5625,ML Tier 2,3.5585,4,15,False,0.412971,log_annual_income,log_total_outflow,tx_count,1
C101823,0.5625,ML Tier 2,3.6494,4,10,False,0.54747,log_annual_income,log_total_outflow,log_pix_outflow,-1
C101542,0.5625,ML Tier 2,3.49,3,17,True,0.406074,log_annual_income,log_total_outflow,tx_count,1
C102130,0.5625,ML Tier 2,3.6099,4,16,False,0.536003,log_total_outflow,log_annual_income,std_tx_amount,1
C100949,0.5625,ML Tier 2,3.4895,3,9,False,0.480704,log_annual_income,log_total_outflow,age,-1
C100853,0.5625,ML Tier 2,3.5269,3,15,False,0.500167,log_annual_income,log_total_outflow,iforest_anomaly_score,1
C101773,0.5625,ML Tier 2,3.538,5,16,False,0.488407,log_total_outflow,log_annual_income,log_pix_outflow,1
C100484,0.5625,ML Tier 2,3.667,4,10,False,0.379614,log_annual_income,max_tx_amount,log_total_outflow,-1
C101284,0.5625,ML Tier 2,3.4859,4,14,False,0.512857,log_annual_income,log_total_outflow,mean_tx_amount,1
C101343,0.5625,ML Tier 2,3.5215,4,12,False,0.403448,log_annual_income,log_total_outflow,tx_count,-1
C100868,0.5625,ML Tier 2,3.5688,4,10,False,0.439543,fraction_weekend_activity,fraction_cross_border,log_annual_income,-1
C102063,0.5556,ML Tier 2,3.4731,4,10,False,0.463168,log_annual_income,log_total_outflow,log_pix_outflow,-1
C100142,0.5556,ML Tier 2,3.4553,3,13,False,0.509154,log_annual_income,log_total_outflow,log_pix_outflow,1
C100760,0.5556,ML Tier 2,3.4511,4,14,False,0.45349,log_annual_income,max_tx_amount,count_wire_sent,1
C100653,0.5556,ML Tier 2,3.4596,4,16,False,0.410955,log_annual_income,log_total_outflow,kyc_risk_score,1
C101720,0.5556,ML Tier 2,3.4598,3,13,False,0.474902,log_annual_income,log_total_outflow,age,1
C100842,0.5556,ML Tier 2,3.4619,3,16,False,0.540613,log_annual_income,log_total_outflow,iforest_anomaly_score,1
C100177,0.5556,ML Tier 2,3.4671,4,16,False,0.423915,log_total_outflow,log_annual_income,tx_count,1
C101756,0.5556,ML Tier 2,3.4632,4,13,False,0.439588,log_annual_income,log_total_outflow,mean_tx_amount,1
C101897,0.5556,ML Tier 2,3.4509,3,16,False,0.508448,log_total_outflow,log_annual_income,log_pix_outflow,1
C100221,0.5556,ML Tier 2,3.4545,3,12,True,0.395826,log_annual_income,log_total_outflow,mean_tx_amount,1
C100618,0.5,ML Tier 3,3.4498,3,17,False,0.397365,log_annual_income,log_total_outflow,age,1
C100117,0.5,ML Tier 3,3.4494,3,15,False,0.516365,log_total_outflow,log_annual_income,iforest_anomaly_score,1
C100510,0.5,ML Tier 3,3.4502,3,13,False,0.456427,log_annual_income,log_total_outflow,mean_tx_amount,1
C102389,0.4848,ML Tier 3,3.3901,3,12,False,0.456925,log_annual_income,log_total_outflow,std_tx_amount,-1
C102033,0.4848,ML Tier 3,3.3693,4,17,True,0.417827,log_total_outflow,log_annual_income,tx_count,1
C102029,0.4848,ML Tier 3,3.3674,3,16,False,0.435886,log_annual_income,log_total_outflow,fraction_weekend_activity,1
C102411,0.4848,ML Tier 3,3.3777,3,13,False,0.516504,log_total_outflow,log_annual_income,tx_count,1
C100759,0.4848,ML Tier 3,3.3812,3,11,False,0.447118,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101506,0.4848,ML Tier 3,3.4269,4,12,False,0.454798,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101502,0.4848,ML Tier 3,3.4054,3,15,False,0.39528,log_total_outflow,log_annual_income,tx_count,1
C101977,0.4848,ML Tier 3,3.4444,4,13,False,0.398756,log_annual_income,log_total_outflow,tx_count,1
C101358,0.4848,ML Tier 3,3.4204,4,10,False,0.390327,log_annual_income,log_total_outflow,age,-1
C101338,0.4848,ML Tier 3,3.3789,3,11,False,0.43594,log_annual_income,log_total_outflow,count_wire_sent,-1
C101325,0.4848,ML Tier 3,3.4323,3,11,False,0.440221,log_annual_income,log_total_outflow,max_tx_amount,-1
C100151,0.4848,ML Tier 3,3.4253,3,14,False,0.398475,log_annual_income,log_total_outflow,tx_count,1
C100786,0.4848,ML Tier 3,3.3572,3,17,False,0.56663,log_annual_income,log_total_outflow,mean_tx_amount,1
C102060,0.4848,ML Tier 3,3.3951,4,18,False,0.450463,log_annual_income,log_total_outflow,tx_count,1
C100812,0.4848,ML Tier 3,3.3988,3,14,False,0.457903,log_annual_income,log_total_outflow,age,1
C101937,0.4848,ML Tier 3,3.3732,4,16,False,0.58754,log_annual_income,log_total_outflow,fraction_high_mcc,1
C101960,0.4848,ML Tier 3,3.4104,4,12,False,0.43586,log_annual_income,log_total_outflow,kyc_risk_score,-1
C100885,0.4848,ML Tier 3,3.3645,4,16,False,0.563749,log_total_outflow,log_annual_income,log_pix_outflow,1
C101907,0.4848,ML Tier 3,3.442,3,11,False,0.459675,log_annual_income,log_total_outflow,mean_tx_amount,-1
C100185,0.4848,ML Tier 3,3.3585,4,16,False,0.406631,log_annual_income,log_total_outflow,mean_merchant_chargeback,1
C100183,0.4848,ML Tier 3,3.383,4,18,False,0.463925,log_annual_income,log_total_outflow,fraction_cross_border,1
C101554,0.4848,ML Tier 3,3.362,3,5,False,0.393656,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C102152,0.4848,ML Tier 3,3.3713,3,12,False,0.490665,log_annual_income,log_total_outflow,count_wire_sent,-1
C101588,0.4848,ML Tier 3,3.3541,3,16,True,0.517396,log_annual_income,log_total_outflow,std_tx_amount,1
C101590,0.4848,ML Tier 3,3.4432,3,10,False,0.453398,log_annual_income,max_tx_amount,fraction_high_mcc,-1
C101251,0.4848,ML Tier 3,3.4367,3,10,False,0.512013,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101595,0.4848,ML Tier 3,3.3884,3,12,False,0.494486,log_total_outflow,log_annual_income,log_pix_outflow,-1
C100435,0.4848,ML Tier 3,3.4112,4,14,False,0.445432,log_annual_income,log_total_outflow,mean_tx_amount,1
C100433,0.4848,ML Tier 3,3.4138,4,14,False,0.410954,log_annual_income,log_total_outflow,mean_merchant_chargeback,1
C100504,0.4848,ML Tier 3,3.4483,4,10,False,0.393496,log_annual_income,log_total_outflow,age,-1
C100568,0.4848,ML Tier 3,3.4412,4,17,True,0.486575,log_annual_income,log_total_outflow,tx_count,1
C101856,0.4848,ML Tier 3,3.3549,3,17,False,0.461033,log_annual_income,log_total_outflow,std_tx_amount,1
C101854,0.4848,ML Tier 3,3.3686,6,15,False,0.43857,log_annual_income,log_total_outflow,max_tx_amount,1
C100555,0.4848,ML Tier 3,3.4079,3,9,False,0.410361,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101292,0.4848,ML Tier 3,3.3913,3,11,False,0.540143,log_annual_income,log_total_outflow,iforest_anomaly_score,-1
C100361,0.4848,ML Tier 3,3.3972,4,12,False,0.443843,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101579,0.4848,ML Tier 3,3.4145,4,15,False,0.401011,log_annual_income,log_total_outflow,log_wire_outflow,1
C100384,0.4848,ML Tier 3,3.3597,4,14,False,0.388078,log_annual_income,log_total_outflow,log_pix_outflow,1
C101306,0.4848,ML Tier 3,3.3743,3,10,False,0.428984,log_annual_income,log_total_outflow,fraction_night_activity,-1
C101278,0.4848,ML Tier 3,3.4369,3,14,True,0.437594,log_annual_income,log_total_outflow,kyc_risk_score,1
C100245,0.4848,ML Tier 3,3.448,3,11,False,0.416046,log_annual_income,log_total_outflow,mean_tx_amount,-1
C100246,0.4848,ML Tier 3,3.3549,3,16,False,0.429444,log_annual_income,log_total_outflow,mean_merchant_chargeback,1
C101622,0.4848,ML Tier 3,3.4044,4,18,False,0.387077,log_annual_income,log_total_outflow,std_tx_amount,1
C100235,0.4848,ML Tier 3,3.421,4,9,False,0.463776,log_annual_income,log_total_outflow,mean_tx_amount,-1
C100254,0.4848,ML Tier 3,3.4208,3,18,False,0.443268,log_annual_income,log_total_outflow,tx_count,1
C101611,0.4848,ML Tier 3,3.3797,4,13,False,0.443145,log_annual_income,age,log_total_outflow,1
C100238,0.4848,ML Tier 3,3.4165,3,14,False,0.424478,log_annual_income,log_total_outflow,mean_tx_amount,1
C101283,0.4848,ML Tier 3,3.3608,7,16,False,0.423147,log_annual_income,log_total_outflow,mean_tx_amount,1
C101170,0.4848,ML Tier 3,3.4491,4,11,False,0.449971,log_annual_income,log_total_outflow,kyc_risk_score,-1
C100312,0.4848,ML Tier 3,3.3532,3,17,False,0.400671,log_total_outflow,log_annual_income,tx_count,1
C100328,0.4848,ML Tier 3,3.3891,3,15,False,0.43432,log_annual_income,log_total_outflow,fraction_cross_border,1
C102244,0.4848,ML Tier 3,3.4155,4,13,False,0.437268,log_annual_income,log_total_outflow,log_pix_in,1
C102247,0.4848,ML Tier 3,3.4199,4,10,False,0.455021,log_total_outflow,log_pix_outflow,log_annual_income,-1
C101676,0.4848,ML Tier 3,3.3957,3,9,False,0.426191,log_total_outflow,log_annual_income,age,-1
C102295,0.4848,ML Tier 3,3.4082,4,12,False,0.507572,log_annual_income,log_total_outflow,iforest_anomaly_score,-1
C102023,0.3802,ML Tier 3,3.3483,3,16,False,0.431886,log_annual_income,log_total_outflow,fraction_weekend_activity,1
C101385,0.375,ML Tier 3,3.2625,3,13,False,0.440455,log_annual_income,log_total_outflow,count_high_score_counterparties,1
C101962,0.375,ML Tier 3,3.242,3,9,False,0.387178,log_annual_income,log_total_outflow,max_tx_amount,-1
C101497,0.375,ML Tier 3,3.1593,4,12,False,0.403225,log_total_outflow,log_annual_income,mean_tx_amount,-1
C100153,0.375,ML Tier 3,3.3162,3,14,False,0.412002,log_annual_income,log_total_outflow,mean_tx_amount,1
C101410,0.375,ML Tier 3,3.2137,3,14,False,0.448433,log_annual_income,log_total_outflow,mean_tx_amount,1
C101209,0.375,ML Tier 3,3.1653,3,8,False,0.47567,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101413,0.375,ML Tier 3,3.1715,3,10,False,0.420784,log_annual_income,log_total_outflow,max_tx_amount,-1
C100712,0.375,ML Tier 3,3.3002,3,11,False,0.430522,log_annual_income,log_total_outflow,log_card_outflow,-1
C101518,0.375,ML Tier 3,3.2795,6,15,False,0.403232,log_annual_income,log_total_outflow,max_tx_amount,1
C100014,0.375,ML Tier 3,3.1499,3,16,False,0.505662,log_annual_income,log_total_outflow,age,1
C101346,0.375,ML Tier 3,3.2378,3,11,False,0.386522,log_annual_income,log_pix_outflow,log_total_outflow,-1
C100744,0.375,ML Tier 3,3.2513,3,13,False,0.578702,log_annual_income,log_total_outflow,std_tx_amount,1
C101980,0.375,ML Tier 3,3.2715,3,11,False,0.492518,log_annual_income,log_total_outflow,std_tx_amount,-1
C101979,0.375,ML Tier 3,3.2598,3,14,False,0.456906,log_annual_income,log_total_outflow,mean_tx_amount,1
C102002,0.375,ML Tier 3,3.2819,3,10,False,0.398391,log_annual_income,log_total_outflow,age,-1
C100714,0.375,ML Tier 3,3.2269,3,16,False,0.466307,log_annual_income,log_total_outflow,distinct_active_days,1
C100009,0.375,ML Tier 3,3.2993,3,11,False,0.457144,log_annual_income,log_total_outflow,std_tx_amount,-1
C100103,0.375,ML Tier 3,3.1384,3,14,False,0.451898,log_annual_income,log_total_outflow,mean_tx_amount,1
C100526,0.375,ML Tier 3,3.1471,3,15,False,0.479492,log_annual_income,log_total_outflow,log_pix_outflow,1
C101493,0.375,ML Tier 3,3.3469,3,9,False,0.399015,log_annual_income,log_total_outflow,mean_tx_amount,-1
C100419,0.375,ML Tier 3,3.3396,3,12,False,0.408005,log_annual_income,log_total_outflow,std_tx_amount,-1
C102137,0.375,ML Tier 3,3.2588,3,13,False,0.5,log_total_outflow,log_annual_income,mean_tx_amount,1
C101848,0.375,ML Tier 3,3.1411,3,15,True,0.450871,log_annual_income,log_total_outflow,mean_tx_amount,1
C100953,0.375,ML Tier 3,3.3091,3,13,False,0.444619,log_annual_income,log_total_outflow,mean_merchant_chargeback,1
C100310,0.375,ML Tier 3,3.152,4,8,False,0.492072,log_annual_income,log_total_outflow,mean_tx_amount,-1
C102470,0.375,ML Tier 3,3.2382,3,11,False,0.415496,log_annual_income,log_total_outflow,log_card_outflow,-1
C101336,0.375,ML Tier 3,3.1893,4,12,False,0.423427,log_annual_income,count_c2c_tx,log_total_outflow,-1
C101339,0.375,ML Tier 3,3.1807,3,9,False,0.400594,log_annual_income,log_total_outflow,fraction_night_activity,-1
C101646,0.375,ML Tier 3,3.2204,4,15,False,0.396534,log_annual_income,log_total_outflow,fraction_night_activity,1
C101677,0.375,ML Tier 3,3.2223,3,12,False,0.424049,log_annual_income,log_total_outflow,count_c2c_tx,-1
C102252,0.375,ML Tier 3,3.2052,4,18,True,0.440532,log_total_outflow,log_annual_income,tx_count,1
C100930,0.375,ML Tier 3,3.2468,3,11,False,0.395309,log_annual_income,log_total_outflow,fraction_night_activity,-1
C100495,0.375,ML Tier 3,3.2045,4,7,False,0.405111,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101166,0.375,ML Tier 3,3.1628,7,16,False,0.403891,log_annual_income,log_total_outflow,age,1
C101167,0.375,ML Tier 3,3.3003,3,12,False,0.458971,log_annual_income,log_total_outflow,mean_tx_amount,-1
C100299,0.375,ML Tier 3,3.1385,4,16,True,0.418684,log_total_outflow,log_annual_income,distinct_active_days,1
C100491,0.375,ML Tier 3,3.3105,3,9,False,0.499955,log_total_outflow,log_annual_income,log_pix_outflow,-1
C100492,0.375,ML Tier 3,3.3011,4,15,True,0.466561,log_annual_income,log_total_outflow,log_card_outflow,1
C102368,0.375,ML Tier 3,3.2802,4,9,False,0.445721,log_annual_income,log_total_outflow,max_tx_amount,-1
C100951,0.375,ML Tier 3,3.2961,3,12,True,0.435783,log_annual_income,log_total_outflow,mean_tx_amount,1
C101003,0.375,ML Tier 3,3.1465,4,15,False,0.400963,log_total_outflow,log_annual_income,mean_tx_amount,1
C102057,0.375,ML Tier 3,3.3294,3,15,True,0.455121,log_total_outflow,log_annual_income,age,1
C100421,0.375,ML Tier 3,3.3432,3,11,False,0.534121,log_annual_income,log_total_outflow,std_tx_amount,-1
C101046,0.375,ML Tier 3,3.3454,4,12,False,0.384918,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C101051,0.375,ML Tier 3,3.1548,3,9,False,0.399366,log_annual_income,log_total_outflow,mean_tx_amount,-1
C100208,0.375,ML Tier 3,3.3256,3,16,True,0.512348,log_annual_income,log_total_outflow,iforest_anomaly_score,1
C102109,0.375,ML Tier 3,3.3024,3,10,False,0.471807,log_total_outflow,log_annual_income,std_tx_amount,-1
C102110,0.375,ML Tier 3,3.348,3,12,False,0.429137,log_annual_income,log_total_outflow,fraction_night_activity,-1
C101593,0.375,ML Tier 3,3.3226,3,12,False,0.395633,log_annual_income,log_total_outflow,std_tx_amount,-1
C101287,0.375,ML Tier 3,3.2777,3,8,False,0.389901,log_annual_income,log_total_outflow,std_tx_amount,-1
C101746,0.375,ML Tier 3,3.3005,3,14,False,0.445025,log_annual_income,log_total_outflow,std_tx_amount,1
C101918,0.375,ML Tier 3,3.3251,3,11,True,0.477058,log_annual_income,log_total_outflow,log_pix_outflow,1
C101857,0.375,ML Tier 3,3.2723,4,10,False,0.500239,log_annual_income,max_tx_amount,age,-1
